"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-445095","Interaction between L1 and Ankyrins","14/1011","28/9724",0.5,4.80909990108803,6.87538368021648,1.56305938167058e-07,1.70799761524367e-05,1.70799761524367e-05,"SCN2B/ANK2/SPTB/SPTBN1/SCN11A/SCN4A/SCN3A/SCN7A/SCN3B/SCN5A/SCN4B/SCN2A/SPTA1/SCN9A",14
"R-HSA-418555","G alpha (s) signalling events","30/1011","111/9724",0.27027027027027,2.59951346004758,5.77313590018669,5.991050576683e-07,6.00103566097747e-05,6.00103566097747e-05,"ADM/PTH1R/PTGER4/SCTR/PDE2A/CRHR2/ADCY5/PDE7B/AVPR2/PDE8B/GNG7/GLP2R/CALCRL/GNAI1/GPR15/PDE1B/PRKAR2B/CALCR/GNG2/PDE11A/GRK5/GRK3/GPBAR1/ADCYAP1R1/PDE1A/GNG11/ADCY4/PDE3B/ADRB2/ADRB1",30
"R-HSA-375276","Peptide ligand-binding receptors","33/1011","133/9724",0.24812030075188,2.38647062760759,5.48398694335506,1.39085513445068e-06,0.00012860060550844,0.00012860060550844,"NMB/CX3CL1/AVPR1A/CCL23/NMUR1/CX3CR1/CCL2/CXCL12/CCL13/ACKR1/ACKR4/AVPR2/NPY2R/ANXA1/CCL16/UTS2B/OXTR/ACKR3/TACR1/CCL21/CXCR2/PENK/CXCL2/EDNRB/CCL28/SAA1/EDN1/CXCL3/C3/PROKR1/SSTR1/TAC1/EDN3",33
"R-HSA-71384","Ethanol oxidation","8/1011","11/9724",0.727272727272727,6.99505440158259,6.77648748011827,1.64695354427734e-06,0.000141402725730097,0.000141402725730097,"ADH6/ALDH2/ADH1B/ADH4/ACSS2/ALDH1A1/ADH1A/ADH1C",8
"R-HSA-5365859","RA biosynthesis pathway","11/1011","21/9724",0.523809523809524,5.0381046582827,6.30995215142944,1.91855362630226e-06,0.000153740097254354,0.000153740097254354,"AKR1C3/ADH4/RDH5/ALDH1A2/ALDH1A3/ALDH1A1/CYP26B1/DHRS9/ADH1A/DHRS3/ADH1C",11
"R-HSA-9820448","Developmental Cell Lineages of the Exocrine Pancreas","20/1011","65/9724",0.307692307692308,2.95944609297725,5.39903047527882,5.31790047645312e-06,0.00039950727329354,0.00039950727329354,"CPA1/LAMA1/LAMB3/ANXA3/FGF2/LAMA4/YAP1/KRT17/CLDN10/ANXA1/SOX17/LAMA2/LAMC2/LAMC3/LAMA3/EGF/FGF7/LAMC1/AQP1/RNASE1",20
"R-HSA-211945","Phase I - Functionalization of compounds","24/1011","88/9724",0.272727272727273,2.62314540059347,5.21005405911275,6.6708475834927e-06,0.000471668164432837,0.000471668164432837,"CYP11A1/MTARC1/ADH6/ALDH2/PTGIS/ALDH3A1/ADH1B/ADH4/MAOA/AADAC/CYP39A1/CES1/ACSS2/AOC2/FMO2/CYP2U1/ALDH1A1/CYP46A1/CYP26B1/AOC3/CYP1A1/ADH1A/ADH1C/CYP3A4",24
"R-HSA-9924644","Developmental Lineages of the Mammary Gland","14/1011","37/9724",0.378378378378378,3.63931884406662,5.47885660881917,9.68142936944166e-06,0.000646504339003826,0.000646504339003826,"EGFR/KRT14/TP63/ELF5/MME/VIM/MYH11/ACTA2/ALDH1A3/EGF/CNN1/KIT/ALDH1A1/KRT5",14
"R-HSA-2219530","Constitutive Signaling by Aberrant PI3K in Cancer","22/1011","79/9724",0.278481012658228,2.67848602085916,5.10237086353944,1.11336952267505e-05,0.000704352719081795,0.000704352719081795,"EGFR/KLB/NRG1/FGF2/FGF1/IRS2/MET/NTF4/NTRK3/PDGFA/EGF/NRG2/FGF17/KIT/PIK3R1/FGF7/PDGFRA/HBEGF/FGF16/ESR2/NTRK2/KL",22
"R-HSA-3000157","Laminin interactions","12/1011","30/9724",0.4,3.84727992087043,5.32023907756612,2.18006873270997e-05,0.00130925804250941,0.00130925804250941,"ITGA7/LAMA1/LAMB3/LAMA4/COL4A6/LAMA2/LAMC2/LAMC3/ITGA1/LAMA3/LAMC1/COL4A3",12
"R-HSA-416476","G alpha (q) signalling events","36/1011","170/9724",0.211764705882353,2.03679525222552,4.64533143690034,2.28738925895987e-05,0.00130925804250941,0.00130925804250941,"RPS6KA3/EGFR/NMB/AVPR1A/CCL23/NMUR1/LPAR6/GPR17/ABHD6/ADRA1A/KALRN/ANXA1/UTS2B/OXTR/GNG7/TACR1/PRKCA/HTR2A/RGS2/FFAR4/DGKB/TRPC6/EDNRB/PIK3R1/SAA1/EDN1/GNG2/DGKI/GRK5/MGLL/GNG11/PTGFR/HBEGF/PROKR1/TAC1/EDN3",36
"R-HSA-446107","Type I hemidesmosome assembly","7/1011","11/9724",0.636363636363636,6.12067260138477,5.78813325929257,2.91427484475454e-05,0.00159225380154316,0.00159225380154316,"LAMB3/KRT14/DST/LAMC2/LAMA3/COL17A1/KRT5",7
